,id,City,Address,lat,lon,Zipcode
662,841,Corpus Christi,"14925, Granada Drive, Mustang-Padre Island, Corpus Christi, Nueces County, Texas, 78418, USA",27.60981302,-97.21152459,78418
663,842,Houston,"21753, Rio Villa Drive, Highlands, Harris County, Texas, 77049, USA",29.82638586,-95.0780542,77049
664,843,Stephenville,"Riverwalk Townhomes Community Pool, East Washington Street, Stephenville, Erath County, Texas, 76401, USA",32.22684494,-98.19431712,76401
666,845,Dallas,"Lyndon B Johnson Freeway, Dallas, Dallas County, Texas, 75244, USA",32.92583278,-96.82752597,75244
667,846,Houston,"3462, Mc Ashan Street, Houston, Harris County, Texas, 77003, USA",29.75154667,-95.33801792,77003
668,847,Austin,"1198, Angelina Street, Central East Austin, Austin, Travis County, Texas, 78702, USA",30.27234909,-97.72514019,78702
669,848,Corpus Christi,"14701, Whitecap Boulevard, Mustang-Padre Island, Corpus Christi, Nueces County, Texas, 78418, USA",27.60094569,-97.21549995,78418
670,849,Dallas,"6021, Gentle Knoll Lane, Dallas, Dallas County, Texas, 75248, USA",32.98121758,-96.80167273,75248
671,850,Humble,"Deerbrook Park Boulevard, Bordersville, Harris County, Texas, 77338, USA",30.01006162,-95.29002864,77338
672,851,Houston,"2921, La Branch Street, Houston, Harris County, Texas, 77004, USA",29.74057147,-95.37120296,77004
673,852,Corpus Christi,"Schlitterbahn Waterpark Corpus Christi, 14353, Commodore Street, Mustang-Padre Island, Corpus Christi, Nueces County, Texas, 78418, USA",27.61712015,-97.2268791,78418
674,853,Pflugerville,"16312, Aventura Avenue, Pflugerville, Travis County, Texas, 78660, USA",30.44571642,-97.55872891,78660
675,854,Austin,"9403, Claxton Drive, West Oak Hill, Travis County, Texas, 78736, USA",30.24591969,-97.91107312,78736
676,855,San Antonio,"8435, Mescal Pass, Carmona Hills, San Antonio, Bexar County, Texas, 78252, USA",29.34572464,-98.63404151,78252
677,856,Houston,"Roseland Street, Houston, Harris County, Texas, 77006, USA",29.73400202,-95.38966312,77006
678,857,Grand Prairie,"England Parkway, Grand Prairie, Tarrant County, Texas, 76063, USA",32.59294119,-97.03802267,76063
679,858,Killeen,"White Oak Way, Mountain View Estates, Bell County, Texas, 76542, USA",31.01093303,-97.77766466,76542
680,859,San Antonio,"6933, Oak Drive, San Antonio, Bexar County, Texas, 78256, USA",29.64065859,-98.62012696,78256
681,860,Elgin,"Powell Lane, Perryville, Bastrop County, Texas, 78621, USA",30.28749499,-97.37373478,78621
682,861,Austin,"Four Points Drive, Austin, Travis County, Texas, 78726, USA",30.39955207,-97.84598125,78726
683,862,Kingsland,"Euel Moore Drive, Kingsland, Llano County, Texas, 78639, USA",30.65087253,-98.44034118,78639
684,863,Austin,"2504, Quarry Road, Westfield, Austin, Travis County, Texas, 78703, USA",30.2876363,-97.77122285,78703
685,864,Aubrey,"Aubrey, Denton County, Texas, 76227, USA",33.30752135,-96.99290953,76227
686,865,Dallas,"7537, Spring Valley Road, Richardson, Dallas County, Texas, 75240, USA",32.9402624,-96.77448298,75240
687,866,San Antonio,"1115, North Pine Street, Dignowity Hill, San Antonio, Bexar County, Texas, 78202, USA",29.43326424,-98.47054859,78202
688,869,Houston,"Domain at Kirby, 1333, Old Spanish Trail, Houston, Harris County, Texas, 77054, USA",29.69508107,-95.41255156,77054
689,870,San Antonio,"510, East Mistletoe Avenue, Monte Vista, San Antonio, Bexar County, Texas, 78212, USA",29.45294294,-98.4880587,78212
690,871,McKinney,"510, West Heard Street, McKinney, Collin County, Texas, 75069, USA",33.20465027,-96.61962981,75069
691,872,McKinney,"8005, Laughin Waters Trail, Craig Ranch North, McKinney, Collin County, Texas, 75070, USA",33.16201868,-96.72106338,75070
692,873,Corpus Christi,"14854, Windward Drive, Mustang-Padre Island, Corpus Christi, Nueces County, Texas, 78418, USA",27.60753607,-97.20797601,78418
693,874,McKinney,"McKinney, Collin County, Texas, 75070, USA",33.17230782,-96.69635921,75070
695,877,Houston,"2442, Oakdale Street, Houston, Harris County, Texas, 77004, USA",29.71972965,-95.37566152,77004
696,879,Abilene,"Neas Road, Abilene, Taylor County, Texas, 79601, USA",32.51080057,-99.71625662,79601
697,880,Galveston,"Unida Church, 18th Street, Galveston, Galveston County, Texas, 77550, USA",29.30704691,-94.78810571,77550
698,881,Richmond,"7698, Village Mill Lane, Twin Oaks Village, Fort Bend County, Texas, 77407, USA",29.69298781,-95.69522799,77407
699,884,Marble Falls,"120, Palmie Lane, Marble Falls, Burnet County, Texas, 78657, USA",30.55195473,-98.28466282,78657
700,887,College Station,"1134, Neal Pickett Drive, Castle Rock Apartments, College Station, Brazos County, Texas, 77840, USA",30.63310465,-96.31252882,77840
701,888,Temple,"Cross Drive, Temple, Bell County, Texas, 76508, USA",31.03919247,-97.36733881,76508
702,891,Canyon,"10180, Palo Duro Drive, Randall County, Texas, 79015, USA",34.98513802,-101.7244731,79015
703,894,College Station,"2491, Raintree Drive, Raintree, College Station, Brazos County, Texas, 77845, USA",30.62159218,-96.29010536,77845
704,895,Dallas,"4141, Rosemeade Parkway, Dallas, Collin County, Texas, 75287, USA",33.01134545,-96.83865785,75287
705,896,La Porte,"863, South Brownell Avenue, La Porte, Harris County, Texas, 77571, USA",29.66085055,-95.00623514,77571
706,897,Horseshoe Bay,"185, Waters Edge, Horseshoe Bay, Llano County, Texas, 78657, USA",30.55750465,-98.39861941,78657
707,898,Austin,"3108, Caleb Drive, Chaparral Crossing, Hornsby Bend, Travis County, Texas, 78725, USA",30.22968114,-97.58960717,78725
708,899,Austin,"10901, Short Springs Drive, Pioneer Crossing East, Austin, Travis County, Texas, 78754, USA",30.36204379,-97.64594921,78754
709,900,Bryan,"3508, Pioneer Circle, Bryan, Brazos County, Texas, 77808, USA",30.67392164,-96.33054603,77808
710,901,Converse,"Converse, Bexar County, Texas, 78109, USA",29.5151791,-98.30550724,78109
712,903,Austin,"2106, Riverview Street, Holly Power Plant, Austin, Travis County, Texas, 78702, USA",30.25090994,-97.72380143,78702
713,904,Columbus,"722, Travis Street, Columbus, Colorado County, Texas, 78934, USA",29.71020206,-96.53967603,78934
715,907,Frisco,"9768, Boyton Canyon Road, Frisco, Collin County, Texas, 75035, USA",33.13784356,-96.79732662,75035
716,908,Canyon Lake,"1272, Lakeshore Drive, Cranes Mill, Comal County, Texas, 78133, USA",29.92017978,-98.28811586,78133
717,909,Fort Worth,"6904, Topanga Terrace, Fort Worth, Tarrant County, Texas, 76132, USA",32.64881241,-97.41376702,76132
718,910,Denton,"505, Retama Street, Denton, Denton County, Texas, 76209, USA",33.25259075,-97.12641517,76209
719,911,Corpus Christi,"1921, South Alameda Street, Corpus Christi, Nueces County, Texas, 78404, USA",27.77175677,-97.40011308,78404
720,912,Crawford,"Jenkins Estates Drive, Caldwell Crossing, McLennan County, Texas, 76638, USA",31.5971241,-97.33870483,76638
721,914,Bastrop,"141, Kahalulu Drive, Hills Prairie, Bastrop County, Texas, 78602, USA",30.08259227,-97.27522523,78602
722,915,Travis County,"3404, American Drive, Lago Vista, Travis County, Texas, 78645, USA",30.43933255,-98.02089757,78645
723,916,Dallas,"18383, Gallery Drive, Dallas, Collin County, Texas, 75252, USA",33.00136618,-96.80358957,75252
724,917,Euless,"117, Constitution Drive, Euless, Tarrant County, Texas, 76040, USA",32.83555722,-97.08144983,76040
725,919,Houston,"5298, Cullen Boulevard, Houston, Harris County, Texas, 77021, USA",29.70842038,-95.34848345,77021
726,921,Katy,"Daniel Falls Lane, Waterstone, Harris County, Texas, 77449, USA",29.82154381,-95.76518975,77449
727,922,Bellaire,"5039, Mayfair Street, Bellaire, Harris County, Texas, 77401, USA",29.71882622,-95.46677775,77401
728,923,College Station,"236, Richards Street, Castle Rock Apartments, College Station, Brazos County, Texas, 77840, USA",30.61514289,-96.31107257,77840
729,924,Fort Worth,"701, East Bluff Street, Fort Worth, Tarrant County, Texas, 76102, USA",32.76164455,-97.32868115,76102
730,925,Austin,"15414, Fitzhugh Road, Hays County, Texas, 78620, USA",30.24546515,-98.03263478,78620
731,928,Bastrop,"157, Redd Road, Riverside Grove, Bastrop, Bastrop County, Texas, 78602, USA",30.12326481,-97.33991202,78602
732,933,Houston,"54, Windermere Lane, Piney Point Village, Harris County, Texas, 77063, USA",29.74262787,-95.52026131,77063
733,935,The Woodlands,"Six Pines Drive, Avana Six Pines Apartments, Town Center, The Woodlands, Montgomery County, Texas, 77380, USA",30.1579568,-95.46179071,77380
734,937,Houston,"Riva's, 1117, Missouri Street, Houston, Harris County, Texas, 77006, USA",29.74622426,-95.39220643,77006
735,940,Seabrook,"Outrigger's, 101, Bath Avenue, Seabrook, Harris County, Texas, 77586, USA",29.55009918,-95.02379758,77586
736,942,Tool,"599, Yawl Drive, Tool, Henderson County, Texas, 75143, USA",32.27741643,-96.15883856,75143
737,944,Rockport,"758, Copano Cove Road, Aransas County, Texas, 78382, USA",28.06993197,-97.10975582,78382
738,946,Carrollton,"Vaquero Lane, Mustang Park, Carrollton, Denton County, Texas, 75187, USA",33.03489229,-96.86525795,75187
739,947,San Antonio,"289, Sadie Street, Lavaca, San Antonio, Bexar County, Texas, 78210, USA",29.41042577,-98.48564143,78210
740,950,Houston,"2216, Lamar Street, Houston, Harris County, Texas, 77003, USA",29.74980197,-95.35505056,77003
741,952,Seabrook,"4464, Spoonbill Drive, Seabrook, Harris County, Texas, 77586, USA",29.58307462,-95.01420299,77586
742,953,Dallas,"18331, Roehampton Drive, Dallas, Collin County, Texas, 75252, USA",33.00043976,-96.8025189,75252
743,956,Dallas,"1344, Stewart Drive, Bishop Arts District, Dallas, Dallas County, Texas, 75208, USA",32.75532904,-96.84328076,75208
744,959,Bolivar Peninsula,"Sand Trout, Crystal Beach, Galveston County, Texas, 77650, USA",29.46517493,-94.61656459,77650
745,960,Dallas,"North Central Expressway, Dallas, Dallas County, Texas, 75231, USA",32.89398314,-96.76928527,75231
746,961,Dallas,"18331, Roehampton Drive, Dallas, Collin County, Texas, 75252, USA",33.00043976,-96.8025189,75252
747,962,South Padre Island,"Padre Boulevard, South Padre Island, Cameron County, Texas, 78597, USA",26.08722496,-97.1625654,78597
748,963,Lumberton,"10367, Cooks Lake Road, Loeb, Hardin County, Texas, 77657, USA",30.18677211,-94.16080814,77657
749,964,Crystal Beach,"918, South Stingaree Drive, Bolivar Peninsula, Galveston County, Texas, 77650, USA",29.47086832,-94.59251148,77650
750,965,New Braunfels,"15298, Meusebach Street, New Braunfels, Comal County, Texas, 78130, USA",29.70752693,-98.12685515,78130
751,969,McKinney,"Community Avenue, McKinney, Collin County, Texas, 75071, USA",33.22590649,-96.64087478,75071
752,971,Austin,"2905, Dillionhill Drive, Austin, Travis County, Texas, 78745, USA",30.21241656,-97.81700026,78745
753,972,Alpine,"Centennial High School, West Avenue H, Alpine, Brewster County, Texas, 79830, USA",30.35335594,-103.6634845,79830
754,973,Colleyville,"6076, Colts Neck Drive, Colleyville, Tarrant County, Texas, 76034, USA",32.89699558,-97.17519475,76034
755,975,Smithville,"401, Vyvjala Road, Togo, Bastrop County, Texas, 78957, USA",29.93921616,-97.19376916,78957
757,977,Early,"1802, Early Boulevard, Early, Brown County, Texas, 76802, USA",31.75531249,-98.91273215,76802
758,978,Horseshoe Bay,"691, Rocky Road, Marble Falls, Burnet County, Texas, 78657, USA",30.55079537,-98.28505077,78657
759,979,San Antonio,"5628, Edie Adams Drive, San Antonio, Bexar County, Texas, 78240, USA",29.50082449,-98.59626329,78240
760,980,Corpus Christi,"14821, Leeward Drive, Mustang-Padre Island, Corpus Christi, Nueces County, Texas, 78418, USA",27.60925413,-97.20925053,78418
761,982,Dallas,"9520, Hathaway Street, Dallas, Dallas County, Texas, 75220, USA",32.87359616,-96.81113384,75220
762,983,Corpus Christi,"Surfside Sandwich Shoppe, 15113, South Padre Island Drive, Mustang-Padre Island, Corpus Christi, Nueces County, Texas, 78418, USA",27.6062592,-97.22321922,78418
763,985,Point Venture,"18506, Lakehead Circle, Point Venture, Travis County, Texas, 78645, USA",30.38102721,-97.9974863,78645
764,986,Austin,"8401, Cockney Drive, Buckingham Estates, Austin, Travis County, Texas, 78748, USA",30.18293916,-97.80146896,78748
765,987,Denton,"Linden Drive, Denton, Denton County, Texas, 76201, USA",33.22370399,-97.1551938,76201
766,988,Manor,"11900, Briarcreek Loop, Briarcreek, New Katy, Travis County, Texas, 78653, USA",30.31864462,-97.53576258,78653
767,989,Universal City,"8676, Park Olympia, Universal City, Bexar County, Texas, 78148, USA",29.5592262,-98.31159311,78148
768,990,Austin,"6064, Randleman Drive, Berdoll Farms, Austin, Travis County, Texas, 78617, USA",30.16857353,-97.61259908,78617
769,991,Arlington,"2414, Springridge Drive, Arlington, Tarrant County, Texas, 76014, USA",32.69493241,-97.06551169,76014
770,992,Austin,"411, Trinity Street, Dirty Sixth, Austin, Travis County, Texas, 78701, USA",30.26586594,-97.73991968,78701
771,993,Katy,"3560, Paintbrush Dawn Court, Harris County, Texas, 77493, USA",29.82300157,-95.77779321,77493
772,994,New Ulm,"1820, Track Road, New Ulm, Austin County, Texas, 78950, USA",29.89608649,-96.50383154,78950
773,995,Benbrook,"2904, Rivergrove Court, Riverfork Way, Fort Worth, Tarrant County, Texas, 76116, USA",32.70586073,-97.41937586,76116
774,996,Pflugerville,"Ruby Lace Road, Pflugerville, Travis County, Texas, 78660, USA",30.45307874,-97.58887996,78660
775,997,Kemah,"340, Marina Oaks Court, League City, Galveston County, Texas, 77565, USA",29.54836928,-95.05559641,77565
776,998,Temple,"Dunford Drive, Temple, Bell County, Texas, 76508, USA",31.04116692,-97.37133365,76508
777,999,Austin,"1010, Weeping Willow Drive, Heritage Hills, Austin, Travis County, Texas, 78753, USA",30.34662521,-97.68895938,78753
778,1000,Houston,"U-Haul Center, Pease Street, Houston, Harris County, Texas, 77003, USA",29.75055256,-95.3670027,77003
779,1001,Austin,"Brush Square, 409, East 5th Street, Dirty Sixth, Austin, Travis County, Texas, 78701, USA",30.26571108,-97.73970572,78701
780,1002,Spicewood,"Flying J Boulevard, Travis County, Texas, 78645, USA",30.40700626,-97.99409103,78645
781,1003,Fort Worth,"2121, Mistletoe Avenue, Fort Worth, Tarrant County, Texas, 76110, USA",32.72877639,-97.34972928,76110
782,1004,Belton,"7273, Woodlake Circle, Westcliff, Bell County, Texas, 76513, USA",31.11789479,-97.52638716,76513
783,1005,Fort Worth,"International Leadership of Texas, Boca Raton Boulevard, Fort Worth, Tarrant County, Texas, 76112, USA",32.76796115,-97.22877591,76112
784,1006,Temple,"734, Arrangement Way, Temple, Bell County, Texas, 76504, USA",31.07457811,-97.35822541,76504
785,1007,Kemah,"Marina Bay Drive, Clear Lake Shores, Galveston County, Texas, 77565, USA",29.54158536,-95.03759757,77565
786,1008,Houston,"Post Oak Boulevard, Highland Village, Houston, Harris County, Texas, 77027, USA",29.73472042,-95.46027121,77027
787,1009,Galveston,"606, 17th Street, Galveston, Galveston County, Texas, 77550, USA",29.30531714,-94.78616527,77550
788,1010,Dallas,"2246, Boll Street, Uptown PID, Dallas, Dallas County, Texas, 75204, USA",32.79523849,-96.79797574,75204
789,1012,Grapevine,"1432, South Main Street, Grapevine, Tarrant County, Texas, 76051, USA",32.92610196,-97.07872744,76051
790,1013,League City,"Signature Cove, The Peninsula at Clear Lake, League City, Galveston County, Texas, 77058, USA",29.53916485,-95.07861222,77058
791,1014,Katy,"Pence Cliff Court, Fort Bend County, Texas, 77492, USA",29.77071032,-95.86093191,77492
792,1015,Austin,"9479, El Rey Boulevard, Granada Estates, Cedar Valley, Travis County, Texas, 78737, USA",30.22408851,-97.91658965,78737
793,1016,San Antonio,"314, Claremont Avenue, Government Hill, San Antonio, Bexar County, Texas, 78209, USA",29.4564367,-98.46312918,78209
794,1017,Austin,"5400, Tetherland Trail, Meadows at Trinity Crossing, Austin, Travis County, Texas, 78724, USA",30.28413356,-97.64926704,78724
795,1018,Austin,"406, Twin Creeks Road, Ashbrook, Manchaca, Travis County, Texas, 78652, USA",30.12541184,-97.81314411,78652
796,1019,Fort Worth,"5437, Santa Marie Avenue, Fort Worth, Tarrant County, Texas, 76107, USA",32.74666025,-97.40170391,76107
797,1021,Houston,"4717, Emancipation Avenue, Houston, Harris County, Texas, 77004, USA",29.72482108,-95.372522,77004
798,1022,Austin,"3107, Leaf Circle, The Centrum, Austin, Travis County, Texas, 78759, USA",30.41367787,-97.71331169,78759
799,1024,Austin,"11502, Bonham Lane, Travis County, Texas, 78736, USA",30.23575376,-98.00441151,78736
800,1025,Katy,"Gaston Road, Avalon at Seven Meadows, Seven Meadows, Cinco Ranch, Fort Bend County, Texas, 77494, USA",29.70119015,-95.78441532,77494
801,1027,Houston,"19317, Rio Villa Drive, Highlands, Harris County, Texas, 77049, USA",29.82935223,-95.08154949,77049
802,1028,Navasota,"West Farquhar Street, Navasota, Grimes County, Texas, 77868, USA",30.38324297,-96.08592241,77868
803,1029,Houston,"Amegy Bank, 2303, West Holcombe Boulevard, Houston, Harris County, Texas, 77030, USA",29.70582318,-95.41364837,77030
804,1032,Marble Falls,"127, Palmie Lane, Marble Falls, Burnet County, Texas, 78657, USA",30.55231695,-98.2848241,78657
805,1034,Houston,"356, Bremond Street, Houston, Harris County, Texas, 77006, USA",29.74920014,-95.37922124,77006
806,1035,Kyle,"117, Briarwood Court, Springbranch, Kyle, Hays County, Texas, 78640, USA",30.00110692,-97.87627903,78640
807,1036,Irving,"9000, Crown Point Circle, Valley Ranch, Irving, Dallas County, Texas, 75063, USA",32.93055549,-96.94416504,75063
808,1037,Bastrop,"Earhardt Road, Goodman, Bastrop County, Texas, 78602, USA",30.15061016,-97.38697159,78602
809,1038,Bellaire,"4806, Glenmont Street, Bellaire, Harris County, Texas, 77401, USA",29.720578,-95.46246252,77401
810,1039,Rockport,"2296, North Fulton Beach Road, Fulton, Aransas County, Texas, 78382, USA",28.10288178,-97.02638104,78382
811,1040,San Antonio,"La Fonda Alamo Heights, 8633, Crownhill Boulevard, Oak Park, San Antonio, Bexar County, Texas, 78209, USA",29.51422753,-98.46074394,78209
812,1041,Crystal Beach,"941, Fisherman Drive South, Bolivar Peninsula, Galveston County, Texas, 77650, USA",29.47211274,-94.59357117,77650
813,1042,Humble,"15099, Sunset Bay Court, Harris County, Texas, 77396, USA",29.93798364,-95.21750399,77396
814,1043,Allen,"South Allen Heights Drive, Allen, Collin County, Texas, 75002, USA",33.09554669,-96.64233975,75002
815,1044,Houston,"Columbia Tap Rail Trail, Houston, Harris County, Texas, 77004, USA",29.74502431,-95.34668795,77004
816,1045,Seabrook,"Kirby Road, Kirby Place, Pasadena, Harris County, Texas, 77586, USA",29.58659695,-95.05722421,77586
817,1048,San Antonio,"Mark Twain Middle School, Breeden Street, Alta Vista, San Antonio, Bexar County, Texas, 78212, USA",29.45610464,-98.50124789,78212
818,1050,Corpus Christi,"15029, Aruba Drive, Mustang-Padre Island, Corpus Christi, Nueces County, Texas, 78418, USA",27.60519623,-97.2132209,78418
819,1052,Houston,"3856, Linkwood Drive, Linkwood, Houston, Harris County, Texas, 77025, USA",29.68773648,-95.43844049,77025
820,1053,Austin,"1412, Harvey Street, Rosewood, Austin, Travis County, Texas, 78702, USA",30.27893453,-97.7052902,78702
821,1054,Horseshoe Bay,"Lighthouse Drive, Horseshoe Bay, Llano County, Texas, 78657, USA",30.56076864,-98.35913084,78657
822,1057,Seabrook,"4464, Spoonbill Drive, Seabrook, Harris County, Texas, 77586, USA",29.58307462,-95.01420299,77586
823,1058,San Antonio,"351, Devonshire Drive, San Antonio, Bexar County, Texas, 78209, USA",29.49350536,-98.44639227,78209
824,1060,Dallas,"El Rancho, Haymeadow Drive, Richardson, Dallas County, Texas, 75240, USA",32.94314024,-96.77068634,75240
825,1063,College Station,"2547, Raintree Drive, Raintree, College Station, Brazos County, Texas, 77845, USA",30.62234881,-96.29075489,77845
826,1064,Houston,"477, Dennis Street, Houston, Harris County, Texas, 77006, USA",29.74764857,-95.37905164,77006
827,1066,Houston,"2530, Morgan Street, Houston, Harris County, Texas, 77006, USA",29.74723666,-95.38666453,77006
828,1067,Quitman,"635, Lloyd Avenue, Quitman, Wood County, Texas, 75783, USA",32.79946774,-95.44443096,75783
829,1070,Fort Worth,"4632, El Campo Avenue, Fort Worth, Tarrant County, Texas, 76107, USA",32.73715191,-97.3891238,76107
830,1071,San Antonio,"West Terra Alta Road, Oak Park, San Antonio, Bexar County, Texas, 78209, USA",29.50524068,-98.4722952,78209
831,1076,League City,"1523, Viejo Road, League City, Galveston County, Texas, 77573, USA",29.48121733,-95.09219016,77573
833,1079,Arlington,"2614, Keystone Drive, Arlington, Tarrant County, Texas, 76006, USA",32.77946632,-97.10861574,76006
834,1080,Houston,"El Cid Trail, Highlands, Harris County, Texas, 77562, USA",29.82785803,-95.0814124,77562
835,1082,Aledo,"1243, Redbud Court, Annetta, Parker County, Texas, 76008, USA",32.70106068,-97.66979945,76008
836,1083,Bellaire,"1203, Anderson Street, Bellaire, Harris County, Texas, 77081, USA",29.72099862,-95.46385156,77081
837,1086,Corpus Christi,"Corpus Christi North Beach, Corpus Christi Beach Walk, Peoples Street T-Head, Downtown, Corpus Christi, Nueces County, Texas, 78402, USA",27.82656313,-97.38451275,78402
838,1087,Austin,"9001, Indigo Sky Drive, The Woodlands, Austin, Travis County, Texas, 78724, USA",30.28285378,-97.62790944,78724
839,1088,Arlington,"2643, Westgate Drive, Arlington, Tarrant County, Texas, 76015, USA",32.70239886,-97.14091661,76015
840,1089,Krum,"6590, Spring Hill Lane, Denton, Denton County, Texas, 76249, USA",33.23350665,-97.24547763,76249
841,1090,Shoreacres,"Bayou Forest Drive, Shoreacres, Harris County, Texas, 77571, USA",29.62489597,-95.03045156,77571
842,1091,Dallas,"733, Texas Street, Deep Ellum PID, Dallas, Dallas County, Texas, 75204, USA",32.78930842,-96.78914904,75204
843,1092,Kemah,"75, Mariners, League City, Galveston County, Texas, 77565, USA",29.54869422,-95.04235245,77565
844,1093,Houston,"2300, McCue Road, Highland Village, Houston, Harris County, Texas, 77056, USA",29.7448082,-95.4646019,77056
845,1094,Austin,"7201, Lookout Bluff Terrace, West Oak Hill, Austin, Travis County, Texas, 78735, USA",30.24241132,-97.873854,78735
846,1095,Crystal Beach,"1117, Gulfview Road, Rancho Carribe, Patton Woods, Galveston County, Texas, 77650, USA",29.43834165,-94.66120392,77650
847,1096,Temple,"Little River Road, Temple, Bell County, Texas, 76508, USA",31.05540295,-97.34039155,76508
848,1097,Houston,"1000 Degrees Neapolitan Pizzeria, 18032, Saturn Lane, Nassau Bay, Harris County, Texas, 77058, USA",29.54895026,-95.09230483,77058
849,1099,Corpus Christi,"14701, Whitecap Boulevard, Mustang-Padre Island, Corpus Christi, Nueces County, Texas, 78418, USA",27.60068802,-97.21604127,78418
850,1105,Denton,"East Windsor Drive, Denton, Denton County, Texas, 76209, USA",33.24276568,-97.11244473,76209
851,1107,Arlington,"1554, Carswell Terrace, Arlington, Tarrant County, Texas, 76010, USA",32.7192637,-97.09333398,76010
852,1111,San Antonio,"3051, Eisenhauer Road, Oak Park, San Antonio, Bexar County, Texas, 78209, USA",29.49601869,-98.44061929,78209
853,1112,San Antonio,"399, Old Guilbeau Street, Arsenal, San Antonio, Bexar County, Texas, 78204, USA",29.41934304,-98.49288723,78204
854,1116,Dallas,"9001, Markville Drive, Lake Highlands, Dallas, Dallas County, Texas, 75243, USA",32.91502328,-96.74825865,75243
855,1117,McKinney,"2433, Woodlawn Road, McKinney, Collin County, Texas, 75071, USA",33.22024732,-96.59980986,75071
856,1119,Houston,"City Place Apartments, 306, McGowen Street, Houston, Harris County, Texas, 77006, USA",29.74877755,-95.37944163,77006
857,1122,San Antonio,"243, Belfast Drive, San Antonio, Bexar County, Texas, 78209, USA",29.51038283,-98.47190635,78209
858,1125,Canyon,"265, 20th Street, Canyon, Randall County, Texas, 79015, USA",34.98154452,-101.922464,79015
859,1126,Plano,"Tree House Lane, Plano, Collin County, Texas, 75075, USA",33.04196333,-96.73793913,75075
860,1127,San Antonio,"8, Bluet Lane, Castle Hills, Bexar County, Texas, 78213, USA",29.51251385,-98.51791542,78213
861,1129,McKinney,"5035, Bryn Mawr Drive, McKinney, Collin County, Texas, 75070, USA",33.19321398,-96.68441712,75070
862,1130,Amarillo,"Amarillo, Potter County, Texas, 79108, USA",35.25629909,-101.8504459,79108
863,1131,Canyon,"US 87, Canyon, Randall County, Texas, 79016, USA",34.9384357,-101.9173552,79016
864,1132,San Antonio,"259, Belfast Drive, San Antonio, Bexar County, Texas, 78209, USA",29.51034832,-98.47165536,78209
865,1133,San Antonio,"155, Locke Street, Government Hill, San Antonio, Bexar County, Texas, 78208, USA",29.43638887,-98.4471871,78208
866,1134,Weatherford,"314, Willow Creek Drive, Weatherford, Parker County, Texas, 76085, USA",32.76088574,-97.75059652,76085
867,1135,Lago Vista,"3204, Parliament Cove, Lago Vista, Travis County, Texas, 78645, USA",30.43882777,-98.0216283,78645
868,1137,Houston,"Wharton Elementary School, Columbus Street, Houston, Harris County, Texas, 77019, USA",29.75363112,-95.39079165,77019
869,1138,Denton,"2799, Winchester Court, Denton, Denton County, Texas, 76209, USA",33.24064885,-97.12376929,76209
870,1139,Austin,"1403, Perez Street, MLK, Austin, Travis County, Texas, 78721, USA",30.28045086,-97.69178736,78721
871,1140,Austin,"12121, Fitzhugh Road, Travis County, Texas, 78737, USA",30.23277722,-97.9801536,78737
872,1141,Houston,"Kirby Drive, Houston, Harris County, Texas, 77025-9998, USA",29.69311673,-95.41336383,77025
873,1142,Katy,"25111, Braleybrook Court, Heritage Grand, Cinco Ranch, Fort Bend County, Texas, 77494, USA",29.72455004,-95.78437896,77494
874,1143,Bolivar Peninsula,"900, South Stingaree Drive, Bolivar Peninsula, Galveston County, Texas, 77650, USA",29.47000927,-94.59194659,77650
875,1146,Corpus Christi,"Surfside Boulevard, Downtown, Corpus Christi, Nueces County, Texas, 78402, USA",27.82461949,-97.38645717,78402
876,1148,Austin,"1502, Bouldin Avenue, Bouldin, Austin, Travis County, Texas, 78704, USA",30.2512817,-97.75877777,78704
877,1149,Houston,"James A Dawson House, 400, Emerson Street, Houston, Harris County, Texas, 77006, USA",29.74160414,-95.38333188,77006
878,1150,Sargent,"Seagull Road, Matagorda County, Texas, 77414, USA",28.77783566,-95.63957549,77414
879,1151,Rockport,"160, Palm Drive, Palm Harbor, Shell Ridge, Aransas County, Texas, 78382, USA",27.96820954,-97.0936501,78382
880,1152,Waco,"834, Hodge Road, Eddy, McLennan County, Texas, 76524, USA",31.30441617,-97.28469624,76524
881,1153,Belton,"Matador Drive, Belton, Bell County, Texas, 76513, USA",31.09439233,-97.48049677,76513
882,1154,San Antonio,"2231, Sacramento, Monticello Park, San Antonio, Bexar County, Texas, 78201, USA",29.47204771,-98.53037078,78201
883,1155,San Leon,"1696, Railroad Street, Texas City, Galveston County, Texas, 77539, USA",29.47483943,-94.9523721,77539
884,1156,Irving,"1098, Compton Avenue, Irving, Dallas County, Texas, 75061, USA",32.8251835,-97.00448705,75061
885,1157,San Antonio,"1903, North Saint Mary's Street, Saint Mary's Strip, San Antonio, Bexar County, Texas, 78212, USA",29.44221522,-98.48604383,78212
886,1158,San Antonio,"East Laurel Street, Tobin Hill, San Antonio, Bexar County, Texas, 78215, USA",29.44190613,-98.49010561,78215
887,1159,Euless,"215, Revolution Lane, Euless, Tarrant County, Texas, 76040, USA",32.83602361,-97.08109368,76040
888,1160,McKinney,"2726, Creek Crossing Drive, McKinney, Collin County, Texas, 75070, USA",33.17239722,-96.65732519,75070
889,1161,Burnet,"227, Upland Drive, Silver Creek Village, Burnet County, Texas, 78611, USA",30.84783496,-98.38753593,78611
