,id,City,Address,lat,lon,Zipcode
1825,13566,Houston,"3843, Main Street, Houston, Harris County, Texas, 77002, USA",29.73747911,-95.38006885,77002
1826,13567,San Antonio,"189, Newell Avenue, Pearl, San Antonio, Bexar County, Texas, 78212, USA",29.44099779,-98.48254953,78212
1827,13568,Sugar Land,"New Territory Boulevard, New Territory, Fort Bend County, Texas, 77479, USA",29.58974778,-95.67943554,77479
1829,13571,Dallas,"1025, Haines Avenue, Bishop Arts District, Dallas, Dallas County, Texas, 75208, USA",32.75569485,-96.82925875,75208
1830,13572,Houston,"5800, Burgoyne Road, Briargrove, Houston, Harris County, Texas, 77057, USA",29.74291613,-95.48407744,77057
1831,13573,Houston,"2674, Austin Street, Houston, Harris County, Texas, 77004, USA",29.74284102,-95.37120649,77004
1832,13574,Plano,"1473, Coffeyville Trail, Plano, Collin County, Texas, 75023, USA",33.06262249,-96.72124966,75023
1833,13577,Dallas,"5555, East Mockingbird Lane, University Crossing PID, Dallas, Dallas County, Texas, 75206, USA",32.83696442,-96.77333101,75206
1834,13579,Rockport,"TX 35-L Business, Rockport, Aransas County, Texas, 78381, USA",27.9813096,-97.08616146,78381
1835,13580,Fort Worth,"3405, Hamilton Avenue, Fort Worth, Tarrant County, Texas, 76107, USA",32.75447927,-97.36697788,76107
1836,13581,San Antonio,"424, Shropshire Drive, San Antonio, Bexar County, Texas, 78217, USA",29.52125817,-98.45052235,78217
1837,13582,Dallas,"1006, Clermont Avenue, Dallas, Dallas County, Texas, 75223, USA",32.80306574,-96.74043698,75223
1838,13583,Austin,"1501, Canyon View, Windsong Estates, West Lake Hills, Travis County, Texas, 78746, USA",30.30430235,-97.80405313,78746
1839,13584,Houston,"715, Merrill Street, North Inner Loop, Houston, Harris County, Texas, 77009, USA",29.78901286,-95.37964933,77009
1840,13585,Roanoke,"First Baptist Church of Roanoke, Bowie Street, Roanoke, Denton County, Texas, 76262, USA",32.99730515,-97.22884079,76262
1841,13587,Katy,"Soapstone Terrace Lane, Silver Ranch, Fort Bend County, Texas, 77494, USA",29.74271424,-95.8364206,77494
1842,13588,McKinney,"2433, Woodlawn Road, McKinney, Collin County, Texas, 75071, USA",33.22024732,-96.59980986,75071
1843,13589,Dickinson,"1350, Pin Oak Drive, Dickinson, Galveston County, Texas, 77539, USA",29.46625301,-95.07525972,77539
1844,13590,Port Neches,"355, Twin City Highway, Port Neches, Jefferson County, Texas, 77642, USA",29.95507947,-93.96039105,77642
1845,13592,Lewisville,"1447, Drake Lane, Lewisville, Denton County, Texas, 75077, USA",33.07399872,-97.03294754,75077
1847,13594,McKinney,"10594, Bolivar Drive, McKinney, Collin County, Texas, 75070, USA",33.1878847,-96.76109783,75070
1848,13595,League City,"4783, Broadmoor Drive, The Lakes at South Shore Harbor, League City, Galveston County, Texas, 77573, USA",29.52651223,-95.04930075,77573
1849,13596,Denton,"ABC Preschool and Childcare, 808, East Sherman Drive, Denton, Denton County, Texas, 76209, USA",33.23734753,-97.1231642,76209
1850,13597,Eustace,"Ponderosa Drive, Henderson County, Texas, 75124:75142, USA",32.30379739,-96.10465286,75142
1851,13599,Kemah,"707, 7th Street, Kemah, Galveston County, Texas, 77565, USA",29.54339202,-95.01657964,77565
1852,13600,Euless,"Highview Drive, Euless, Tarrant County, Texas, 76039, USA",32.85314128,-97.07338154,76039
1853,13601,Baytown,"Spring Park Drive, McNair, Harris County, Texas, 77521, USA",29.8178296,-94.9826179,77521
1854,13603,Irving,"3900, Boise Court, Irving, Dallas County, Texas, 75062, USA",32.84840737,-97.0037622,75062
1855,13604,Plano,"2676, Corby Drive, Plano, Collin County, Texas, 75025, USA",33.07704895,-96.74663009,75025
1856,13605,Dallas,"The Element, 1800, Main Street, West End Historic District, Downtown PID, Dallas, Dallas County, Texas, 75201, USA",32.78115053,-96.79622647,75201
1857,13606,Houston,"150, Hyde Park Boulevard, Houston, Harris County, Texas, 77006, USA",29.74786989,-95.38437558,77006
1858,13607,Sugar Land,"Knoll Crest Court, Greatwood, Crabb, Fort Bend County, Texas, 77479, USA",29.54805526,-95.6887051,77479
1859,13608,Houston,"1598, Saxony Lane, Nassau Bay, Harris County, Texas, 77058, USA",29.54632922,-95.09459296,77058
1860,13609,Corpus Christi,"15050, Windward Drive, Mustang-Padre Island, Corpus Christi, Nueces County, Texas, 78418, USA",27.60374902,-97.21016821,78418
1861,13610,Houston,"5257, Bell Street, Houston, Harris County, Texas, 77023, USA",29.73350203,-95.32196865,77023
1862,13611,Galveston,"1798, 16th Street, Galveston, Galveston County, Texas, 77550, USA",29.29568456,-94.78159414,77550
1863,13612,Galveston,"1566, Christopher Columbus Boulevard - 14th Street, Galveston, Galveston County, Texas, 77550, USA",29.29809162,-94.77999083,77550
1864,13615,Corpus Christi,"Compass Street, Mustang-Padre Island, Corpus Christi, Nueces County, Texas, 78418, USA",27.61988469,-97.22384435,78418
1865,13619,Rockport,"223, Lands End Road, Estes, Shell Ridge, Aransas County, Texas, 78382, USA",27.96573196,-97.09666301,78382
1866,13620,Copper Canyon,"Copper Canyon Road, Lantana, Copper Canyon, Denton County, Texas, 76226, USA",33.09592056,-97.10773836,76226
1867,13621,Pilot Point,"9375, FM 1385, Pilot Point, Denton County, Texas, 76258, USA",33.33090418,-96.90291139,76258
1868,13622,San Antonio,"Kingdom Hall of Jehovahs Witnesses, West Mistletoe Avenue, Alta Vista, San Antonio, Bexar County, Texas, 78212, USA",29.45337643,-98.50870466,78212
1870,13625,Richmond,"23423, Parkway Lakes Lane, Meadows of Parkway Lakes, Cinco Ranch, Fort Bend County, Texas, 77407, USA",29.6992915,-95.77025321,77407
1871,13626,Dallas,"1027, Sarasota Circle, Dallas, Dallas County, Texas, 75223, USA",32.80111385,-96.74162238,75223
1872,13627,Denton,"North Bonnie Brae Street, Denton, Denton County, Texas, 76201, USA",33.22202587,-97.16195179,76201
1873,13628,Richmond,"17498, Aspen Ridge Court, Twin Oaks Village, Fort Bend County, Texas, 77407, USA",29.69552664,-95.69011086,77407
1874,13629,Houston,"Metropolitan Community Church of the Resurrection, Decatur Street, North Inner Loop, Houston, Harris County, Texas, 77007, USA",29.7670954,-95.37666483,77007
1875,13633,Hurst,"1992, Cimarron Trail, Hurst, Tarrant County, Texas, 76054, USA",32.85123483,-97.18290181,76054
1876,13634,Dallas,"3130, Lemmon Avenue, Uptown PID, Dallas, Dallas County, Texas, 75204:75235, USA",32.80710912,-96.79962463,75235
1877,13636,Dallas,"721, North Winnetka Avenue, Bishop Arts District, Dallas, Dallas County, Texas, 75208, USA",32.75148292,-96.84095185,75208
1878,13637,Dallas,"7421, Frankford Road, Dallas, Collin County, Texas, 75252, USA",33.00203287,-96.77815395,75252
1879,13639,Arlington,"Northwest Green Oaks Boulevard, Arlington, Tarrant County, Texas, 76006, USA",32.78563086,-97.10665342,76006
1880,13640,Bastrop,"141, Kahalulu Drive, Hills Prairie, Bastrop County, Texas, 78602, USA",30.08259227,-97.27522523,78602
1881,13641,Richmond,"West Grand Parkway South Frontage Road, Pecan Grove, Fort Bend County, Texas, 77406, USA",29.66097072,-95.74023375,77406
1882,13642,Houston,"1556, Nevada Street, Houston, Harris County, Texas, 77006, USA",29.75094627,-95.39963185,77006
1884,13644,Austin,"5406, Larchbrook Drive, Imperial Valley, Travis County, Texas, 78724, USA",30.27590705,-97.62522326,78724
1886,13646,McKinney,"462, South Church Street, McKinney, Collin County, Texas, 75069, USA",33.1942321,-96.61762469,75069
1887,13647,Dallas,"2833, Kings Road, Highland Park, Dallas County, Texas, 75219, USA",32.81674906,-96.82179107,75219
1888,13648,Sugar Land,"Emerald Glen Court, Greatwood, Crabb, Fort Bend County, Texas, 77479, USA",29.5484089,-95.68734028,77479
1889,13649,Plano,"910, Goodwin Drive, Plano, Collin County, Texas, 75023, USA",33.05360386,-96.71071331,75023
1890,13650,Austin,"2007, East 12th Street, Central East Austin, Austin, Travis County, Texas, 78721, USA",30.27362822,-97.71812102,78721
1891,13651,Fort Worth,"3509, Hamilton Avenue, Fort Worth, Tarrant County, Texas, 76107, USA",32.75475321,-97.36890998,76107
1892,13653,San Antonio,"182, Gibson Street, Dignowity Hill, San Antonio, Bexar County, Texas, 78202, USA",29.43241571,-98.46475702,78202
1893,13654,River Oaks,"868, Roberts Cut Off Road, River Oaks, Tarrant County, Texas, 76114, USA",32.77244058,-97.39935412,76114
1894,13655,McKinney,"10586, Matador Drive, McKinney, Collin County, Texas, 75070, USA",33.18868038,-96.76143344,75070
1895,13656,Port Aransas,"299, North Station Street, Port Aransas, Aransas County, Texas, 78373, USA",27.83336014,-97.05995703,78373
1896,13657,Prosper,"Prairie Vista Drive, Crestview at Prosper, Prosper, Collin County, Texas, 75078, USA",33.24056239,-96.80014783,75078
1897,13659,Austin,"2104, Kirksey Drive, Pleasant Valley, Austin, Travis County, Texas, 78741, USA",30.22980315,-97.71804924,78741
1898,13660,Rockport,"Farm-to-Market Road 1781, Rockport, Aransas County, Texas, 78358, USA",28.09937074,-97.04855108,78358
1899,13661,Houston,"3598, Clearview Circle, Houston, Harris County, Texas, 77054, USA",29.66774614,-95.433757,77054
1900,13662,Corpus Christi,"Gully's Pub, 3039, Laguna Shores Road, Flour Bluff, Corpus Christi, Nueces County, Texas, 78418, USA",27.63115107,-97.28997268,78418
1901,13663,Seabrook,"1801, Old Kirby Road, Taylor Lake Village, Harris County, Texas, 77586, USA",29.58624638,-95.05089053,77586
1902,13664,Dallas,"2607, Lakeforest Court, Dallas, Dallas County, Texas, 75214, USA",32.8154442,-96.73267419,75214
1903,13665,Denton,"North Bonnie Brae Street, Denton, Denton County, Texas, 76201, USA",33.22257982,-97.16197561,76201
1904,13667,Corpus Christi,"14701, Whitecap Boulevard, Mustang-Padre Island, Corpus Christi, Nueces County, Texas, 78418, USA",27.60010538,-97.2159886,78418
1905,13668,San Antonio,"290, Wayside Drive, San Antonio, Bexar County, Texas, 78213, USA",29.50153812,-98.53178105,78213
1906,13669,Galveston,"Odyssey Academy Playground, 59th Street, Galveston, Galveston County, Texas, 77551, USA",29.27537545,-94.82895845,77551
1907,13671,Houston,"16899, Parliament Drive, Mission Bend, Fort Bend County, Texas, 77083, USA",29.68488184,-95.67823221,77083
1908,13672,Houston,"1110, West 22nd Street, North Inner Loop, Houston, Harris County, Texas, 77008, USA",29.80569878,-95.41846088,77008
1909,13673,Dallas,"3930, Accent Drive, Dallas, Collin County, Texas, 75006:75287, USA",32.98837348,-96.84542102,75287
1910,13674,Houston,"773, White Street, North Inner Loop, Houston, Harris County, Texas, 77007, USA",29.76596426,-95.37851235,77007
1911,13675,Corpus Christi,"14114, East Cabana Street, Mustang-Padre Island, Corpus Christi, Nueces County, Texas, 78418, USA",27.62196441,-97.22452647,78418
1912,13676,Corpus Christi,"Compass Street, Mustang-Padre Island, Corpus Christi, Nueces County, Texas, 78418, USA",27.61988469,-97.22384435,78418
1913,13677,Corpus Christi,"14701, Whitecap Boulevard, Mustang-Padre Island, Corpus Christi, Nueces County, Texas, 78418, USA",27.60074848,-97.21571141,78418
1914,13678,Katy,"3398, Thorpeshire Court, Parkland Place, Cinco Ranch, Fort Bend County, Texas, 77494, USA",29.73627603,-95.79216681,77494
1915,13679,Corpus Christi,"15498, Gypsy Street, Mustang-Padre Island, Corpus Christi, Nueces County, Texas, 78418, USA",27.59942061,-97.22920882,78418
1916,13680,Austin,"3011, Crownover Street, Chaparral Crossing, Hornsby Bend, Travis County, Texas, 78725, USA",30.2284023,-97.58926545,78725
1917,13683,Houston,"1649, Neptune Lane, Houston, Harris County, Texas, 77062, USA",29.57272226,-95.11837874,77062
1918,13685,Denton,"498, Coronado Drive, Denton, Denton County, Texas, 76209, USA",33.23917853,-97.12715207,76209
1919,13686,Austin,"1300, Willow Street, East Cesar Chavez, Austin, Travis County, Texas, 78702, USA",30.2589935,-97.73159325,78702
1920,13687,Haslet,"14069, Mallard Springs Drive, Avondale, Tarrant County, Texas, 76028, USA",32.98306917,-97.39978212,76028
1921,13688,Dallas,"710, Dumas Street, Lower Greenville, Dallas, Dallas County, Texas, 75206, USA",32.80335948,-96.76349599,75206
1922,13689,Pasadena,"Parkview Church of Christ, Patras Drive, Santorini, Pasadena, Harris County, Texas, 77505, USA",29.65224851,-95.13492071,77505
1923,13690,Houston,"827, Saint Charles Street, Houston, Harris County, Texas, 77003, USA",29.75025653,-95.35083305,77003
1924,13691,Angleton,"North Downing Street, Angleton, Brazoria County, Texas, 77515, USA",29.19680671,-95.41972222,77515
1925,13692,Dallas,"507, North Oak Cliff Boulevard, Dallas, Dallas County, Texas, 75208:75211, USA",32.74877981,-96.85334207,75211
1927,13695,Dallas,"906, Allen Street, West End Historic District, Dallas, Dallas County, Texas, 75204, USA",32.79173577,-96.78997731,75204
1928,13696,Fort Worth,"7400, San Isabel Court, Fort Worth, Tarrant County, Texas, 76137, USA",32.87366745,-97.27278984,76137
1929,13697,Houston,"Space Center Boulevard, Houston, Harris County, Texas, 77058, USA",29.58904648,-95.13487099,77058
1930,13698,Galveston,"1479, Avenue K, Galveston, Galveston County, Texas, 77550, USA",29.30133424,-94.78211137,77550
1931,13699,Canton,"Old Mill Marketplace, East Dallas Street, Canton, Van Zandt County, Texas, 75103, USA",32.55472667,-95.85331483,75103
1932,13700,Houston,"Westpark Tollway, Houston, Harris County, Texas, TX 77057, USA",29.72416407,-95.47826981,77057
1933,13701,Houston,"John W Anderson House, 711, Columbia Street, North Inner Loop, Houston, Harris County, Texas, 77008, USA",29.78461182,-95.39333445,77008
1934,13703,Corpus Christi,"15018, Aruba Drive, Mustang-Padre Island, Corpus Christi, Nueces County, Texas, 78418, USA",27.60571994,-97.21221018,78418
1935,13704,Lewisville,"1160, Wake Forest Drive, Lewisville, Denton County, Texas, 75077, USA",33.05885167,-97.02841468,75077
1936,13705,Denton,"1029, Sierra Drive, Denton, Denton County, Texas, 76209, USA",33.24779702,-97.11713998,76209
1937,13706,Port Aransas,"9th Street, Port Aransas, Aransas County, Texas, 78373, USA",27.83164741,-97.06325757,78373
1938,13707,Denton,"414, Mimosa Drive, Denton, Denton County, Texas, 76201, USA",33.23901662,-97.13443633,76201
1939,13708,Friendswood,"4616, Lundsford Hollow Lane, Harris County, Texas, 77546, USA",29.53816463,-95.17317561,77546
1940,13709,Rogers,"12431, Reeds Lake Loop, Academy, Bell County, Texas, 76569, USA",30.9665972,-97.31752936,76569
1941,13710,Killeen,"East Elms Road, Killeen, Bell County, Texas, 76542, USA",31.07609483,-97.7209201,76542
1942,13711,League City,"63, Signature Point Drive, League City, Galveston County, Texas, 77573, USA",29.53335991,-95.07278642,77573
1943,13712,Corpus Christi,"14833, Windward Drive, Mustang-Padre Island, Corpus Christi, Nueces County, Texas, 78418, USA",27.60742383,-97.20883855,78418
1944,13713,Dallas,"714, Liberty Street, Dallas, Dallas County, Texas, 75204, USA",32.79061363,-96.7877669,75204
1945,13714,Baytown,"7401, Ulysses Lane, Baytown, Harris County, Texas, 77521, USA",29.810019,-94.97946606,77521
1946,13715,Dallas,"3440, Rosemeade Parkway, Dallas, Denton County, Texas, 75187, USA",33.01005899,-96.85979929,75187
1947,13716,Corpus Christi,"14535, Verdemar Drive, Mustang-Padre Island, Corpus Christi, Nueces County, Texas, 78418, USA",27.62307067,-97.22070232,78418
1948,13717,Richmond,"21069, Garden Arbor Lane, Lakemont Cove, Cinco Ranch, Fort Bend County, Texas, 77407, USA",29.70044285,-95.74710971,77407
1949,13718,Fort Worth,"Belle Place, Fort Worth, Tarrant County, Texas, 76107, USA",32.73796996,-97.37676526,76107
1950,13719,Allen,"823, Water Oak Drive, Allen, Collin County, Texas, 75002, USA",33.08334958,-96.62303125,75002
1951,13720,Houston,"3139, Cline Street, Houston, Harris County, Texas, 77020, USA",29.76697276,-95.33806569,77020
1952,13722,Allen,"755, Big Bend Drive, Allen, Collin County, Texas, 75002, USA",33.08590613,-96.6339783,75002
1953,13723,Rockport,"600, East Hackberry Street, Rockport, Aransas County, Texas, 78382, USA",28.01749826,-97.05705672,78382
1954,13724,Frisco,"2427, Brazos Drive, Frisco, Denton County, Texas, 75033, USA",33.18108853,-96.86794486,75033
1955,13727,Dallas,"Preston Road, Dallas, Dallas County, Texas, 75248, USA",32.96259624,-96.80540363,75248
1956,13729,Houston,"14613, Cobre Valley Drive, Houston, Harris County, Texas, 77062, USA",29.58400686,-95.13627622,77062
1957,13730,Dallas,"3777, Royal Cove Drive, Dallas, Dallas County, Texas, 75229, USA",32.89447932,-96.85326031,75229
1958,13731,Austin,"7236, Wardman Drive, Stoney Ridge, Moores Crossing, Travis County, Texas, 78617, USA",30.15504009,-97.64708643,78617
1959,13732,Denton,"Linden Drive, Denton, Denton County, Texas, 76201, USA",33.22370399,-97.1551938,76201
1960,13733,Paige,"Yewpon, Bastrop County, Texas, 78659, USA",30.17008728,-97.21629263,78659
1961,13735,McKinney,"2235, Kingsdale Court, McKinney, Collin County, Texas, 75071, USA",33.22745575,-96.64239446,75071
1962,13736,Fort Worth,"10491, North Beach Street, Fort Worth, Tarrant County, Texas, 76248, USA",32.92730992,-97.28944826,76248
1963,13737,Dallas,"5818, Belmont Avenue, Lower Greenville, Dallas, Dallas County, Texas, 75206, USA",32.81696151,-96.76733113,75206
1964,13738,Houston,"439, West 25th Street, North Inner Loop, Houston, Harris County, Texas, 77008, USA",29.80922507,-95.40461277,77008
1965,13739,Houston,"9858, Sageroyal Lane, Humble Camp, Harris County, Texas, 77089, USA",29.58270721,-95.23616908,77089
1966,13741,McKinney,"10594, Bolivar Drive, McKinney, Collin County, Texas, 75070, USA",33.1878847,-96.76109783,75070
1967,13742,Fort Worth,"6808, Treehaven Road, Fort Worth, Tarrant County, Texas, 76116, USA",32.70092989,-97.43226591,76116
1968,13743,Houston,"3695, Engelke Street, Houston, Harris County, Texas, 77003, USA",29.75322296,-95.33423339,77003
1970,13745,Dallas,"North Central Expressway, Kyle Warren Park-Arts District PID, Dallas, Dallas County, Texas, 75204, USA",32.79506285,-96.79232464,75204
1971,13747,Beaumont,"2261, North Street, Beaumont, Jefferson County, Texas, 77701, USA",30.08747516,-94.11940423,77701
1972,13748,Houston,"1080, Alabama Street, Houston, Harris County, Texas, 77004, USA",29.7375264,-95.37937803,77004
1973,13749,Rockport,"Farm-to-Market Road 1781, Rockport, Aransas County, Texas, 78382, USA",28.06455784,-97.07018755,78382
1974,13750,Arlington,"Bethel Church, East Randol Mill Road, Arlington, Tarrant County, Texas, 76011, USA",32.74893446,-97.10042713,76011
1975,13751,Allen,"2498, Mary Lee Lane, Forest Grove, Collin County, Texas, 75002, USA",33.11721091,-96.5877538,75002
1976,13752,Bee Cave,"Bee Cave, Travis County, Texas, 78738, USA",30.30248793,-97.9337314,78738
1977,13753,Houston,"Elderwood Access, Pasadena, Harris County, Texas, 77058, USA",29.56326032,-95.07844908,77058
1978,13754,Galveston,"29, Avenue H, Crystal Beach, Galveston County, Texas, 77650, USA",29.45397335,-94.63110956,77650
1979,13755,Houston,"Houston, Harris County, Texas, 77033, USA",29.69419195,-95.33146649,77033
1980,13756,McKinney,"350, Peregrine Drive, McKinney, Collin County, Texas, 75070, USA",33.19917476,-96.73011249,75070
1981,13757,Bandera,"1369, Bandera Boulevard, Bandera, Bandera County, Texas, 78003, USA",29.74187987,-99.07080822,78003
1982,13758,Flower Mound,"6845, Lakeview Lane, Flower Mound, Denton County, Texas, 75022, USA",33.01514868,-97.13697463,75022
1983,13760,Galveston,"Ocean Grove Condominiums, 9420, Seawall Boulevard, Galveston, Galveston County, Texas, 77551, USA",29.24917885,-94.85841069,77551
1984,13761,Austin,"16813, Rocky Ridge Road, Hudson Bend, Travis County, Texas, 78734, USA",30.4182524,-97.94267567,78734
1985,13762,Corpus Christi,"14967, Granada Drive, Mustang-Padre Island, Corpus Christi, Nueces County, Texas, 78418, USA",27.60928328,-97.21066175,78418
1986,13763,Corpus Christi,"Surfside Sandwich Shoppe, 15113, South Padre Island Drive, Mustang-Padre Island, Corpus Christi, Nueces County, Texas, 78418, USA",27.60597955,-97.22337555,78418
1987,13765,League City,"Pegasus Lane, League City, Galveston County, Texas, 77058, USA",29.5434035,-95.07377209,77058
1988,13766,Houston,"4895, Marietta Lane, Houston, Harris County, Texas, 77021, USA",29.70473954,-95.33937479,77021
1989,13767,Grapevine,"331, East Franklin Street, Grapevine, Tarrant County, Texas, 76051, USA",32.93691927,-97.07388544,76051
1990,13768,Denton,"3409, Shadow Trail, Denton, Denton County, Texas, 76207, USA",33.25083531,-97.1278198,76207
1991,13769,Dallas,"718, Parkmont Street, Lower Greenville, Dallas, Dallas County, Texas, 75214, USA",32.80485256,-96.76189196,75214
1992,13770,La Marque,"Texas Avenue, La Marque, Galveston County, Texas, 77591, USA",29.37845447,-95.02198396,77591
1993,13771,Dallas,"700, Colten James Lane, Dallas, Dallas County, Texas, 75204, USA",32.79140309,-96.78826755,75204
1994,13772,Houston,"2305, Dorrington Street, Houston, Harris County, Texas, 77030, USA",29.70526594,-95.41278883,77030
1995,13773,Dallas,"4637, Virginia Avenue, Lower Greenville, Dallas, Dallas County, Texas, 75204, USA",32.80344295,-96.77620346,75204
1996,13774,Corpus Christi,"Compass Street, Mustang-Padre Island, Corpus Christi, Nueces County, Texas, 78418, USA",27.62078093,-97.22381829,78418
1997,13775,Corpus Christi,"14959, Windward Drive, Mustang-Padre Island, Corpus Christi, Nueces County, Texas, 78418, USA",27.60963109,-97.20807024,78418
1998,13776,Aubrey,"Providence Village, New Hope, Denton County, Texas, 76227, USA",33.24290269,-96.96257479,76227
1999,13777,Houston,"City Place Apartments, 306, McGowen Street, Houston, Harris County, Texas, 77006, USA",29.74877755,-95.37944163,77006
2000,13778,Amarillo,"2, Saint Andrew's Drive, Amarillo, Potter County, Texas, 79124, USA",35.23624282,-101.8863841,79124
2001,13779,Houston,"3372, McKinney Street, Houston, Harris County, Texas, 77003, USA",29.74461059,-95.34471352,77003
2002,13780,Dallas,"BJC Ramp, Lemmon Avenue, Dallas, Dallas County, Texas, 75209:75235, USA",32.85661788,-96.84935926,75235
2003,13781,Art,"Stein Ranch Road, Mason County, Texas, 76831, USA",30.69844635,-99.00252554,76831
2005,13783,Mason,"Ranch to Market Road 2389, Grossville, Mason County, Texas, 76856, USA",30.65217312,-99.25015561,76856
2006,13784,Corpus Christi,"15400, Gun Cay Court, Mustang-Padre Island, Corpus Christi, Nueces County, Texas, 78418, USA",27.59757758,-97.23381765,78418
2007,13785,McKinney,"3673, Vista Verde Trail, Craig Ranch North, McKinney, Collin County, Texas, 75070, USA",33.16294141,-96.71785012,75070
2008,13786,Dallas,"5580, Peterson Lane, Dallas, Dallas County, Texas, 75254, USA",32.92941121,-96.81235713,75254
2009,13787,Dallas,"East Northwest Highway, Dallas, Dallas County, Texas, 75238, USA",32.86581331,-96.80211108,75238
2010,13788,Arlington,"2021, Mill Creek Drive, Arlington, Tarrant County, Texas, 76010, USA",32.71059932,-97.10879527,76010
2011,13789,Plano,"6899, Abernathy Street, Plano, Collin County, Texas, 75074, USA",33.067471,-96.6636928,75074
2012,13790,Houston,"South Loop East Frontage Road, Houston, Harris County, Texas, 77033, USA",29.69076378,-95.3317335,77033
2013,13791,Houston,"773, White Street, North Inner Loop, Houston, Harris County, Texas, 77007, USA",29.76596426,-95.37851235,77007
2014,13792,Dallas,"8404, Swananoah Road, Dallas, Dallas County, Texas, 75209, USA",32.85458439,-96.83814621,75209
2015,13793,Kemah,"1598, Marina Bay Drive, Clear Lake Shores, Galveston County, Texas, 77565, USA",29.54451308,-95.03891012,77565
2017,13795,Houston,"5257, Bell Street, Houston, Harris County, Texas, 77023, USA",29.73350203,-95.32196865,77023
2018,13796,Denton,"622, Fulton Street, Denton, Denton County, Texas, 76201, USA",33.22011827,-97.14314687,76201
2019,13797,Austin,"3808, West 35th Street, Tarrytown, Austin, Travis County, Texas, 78703, USA",30.3135643,-97.7753948,78703
2020,13798,Bolivar,"3098, Shady Lane, Bolivar Peninsula, Galveston County, Texas, 77650, USA",29.47084823,-94.59197707,77650
2021,13799,Houston,"Hamburger Mary's, 2409, Grant Street, Houston, Harris County, Texas, 77006, USA",29.74788392,-95.39110426,77006
2022,13800,Bacliff,"4731, Oleander Street, Clifton Beach, Galveston County, Texas, 77518, USA",29.50902196,-94.97708073,77518
2023,13802,Rockport,"1170, South Live Oak Street, Rockport, Aransas County, Texas, 78382, USA",28.01337844,-97.05639531,78382
2024,13803,Arlington,"Misty Glen Trail, Arlington, Tarrant County, Texas, 76011, USA",32.76729934,-97.0885004,76011
2025,13804,Houston,"1635, Travis Street, Houston, Harris County, Texas, 77006, USA",29.75266726,-95.36949845,77006
2026,13806,Houston,"Southwest Freeway Frontage Road, Houston, Harris County, Texas, 77027, USA",29.73127416,-95.42347796,77027
2027,13807,Beaumont,"Beaumont, Jefferson County, Texas, 77708, USA",30.12364474,-94.18922699,77708
2028,13808,Rosenberg,"Sandstone Creek Lane, Brazos Ranch Apartment Homes, Rosenberg, Fort Bend County, Texas, 77471, USA",29.55489312,-95.75481028,77471
2029,13813,Hurst,"798, Thousand Oaks Drive, Hurst, Tarrant County, Texas, 76054, USA",32.84150417,-97.18578279,76054
2030,13814,Austin,"1606, Juliet Street, Zilker, Austin, Travis County, Texas, 78704, USA",30.25983047,-97.76423108,78704
2031,13815,Arlington,"936, Country Club Lane, Fort Worth, Tarrant County, Texas, 76112, USA",32.76641928,-97.23396261,76112
2032,13818,Seabrook,"4960, Oleander Street, Pasadena, Harris County, Texas, 77586, USA",29.59770656,-94.98882533,77586
2033,13819,Dallas,"10739, Ruth Ann Drive, Dallas, Dallas County, Texas, 75228, USA",32.8359672,-96.66150279,75228
2034,13820,Dallas,"16000, Bent Tree Forest Circle, Dallas, Dallas County, Texas, 75248, USA",32.96816355,-96.81363585,75248
2035,13821,Houston,"3856, Linkwood Drive, Linkwood, Houston, Harris County, Texas, 77025, USA",29.68773648,-95.43844049,77025
2036,13822,Austin,"6524, Kirwynd Drive, Harris Branch, Austin, Travis County, Texas, 78754, USA",30.34982673,-97.61723363,78754
2037,13823,Houston,"Nassau Bay Yacht Club, 18250, Nassau Bay Drive, Nassau Bay, Harris County, Texas, 77058, USA",29.54050235,-95.09751076,77058
2038,13824,Alpine,"Mount View Road, Alpine, Brewster County, Texas, 79830, USA",30.34673104,-103.6779428,79830
2039,13825,Crystal Beach,"940, Gregory, Crystal Beach, Galveston County, Texas, 77650, USA",29.46092371,-94.62564414,77650
2040,13826,Austin,"2411, Quarry Road, Westfield, Austin, Travis County, Texas, 78703, USA",30.28668709,-97.7710794,78703
2041,13827,Austin,"5613, Trace Creek Pass, The Woodlands, Austin, Travis County, Texas, 78724, USA",30.27913159,-97.62896546,78724
2042,13828,Fort Worth,"1250, West Allen Avenue, Fairmount, Fort Worth, Tarrant County, Texas, 76110, USA",32.72660309,-97.33821799,76110
2043,13829,Lago Vista,"3701, Alamo Cove, Lago Vista, Travis County, Texas, 78645, USA",30.43244467,-97.99870552,78645
2044,13830,Fort Worth,"5012, Cedar River Trail, Fort Worth, Tarrant County, Texas, 76137, USA",32.88428901,-97.27525616,76137
2046,13832,Arlington,"2357, Southern Oak Drive, Arlington, Tarrant County, Texas, 76011, USA",32.77370122,-97.09888952,76011
2047,13834,Princeton,"2247, Farm-to-Market Road 1377, Princeton, Collin County, Texas, 75407, USA",33.19534103,-96.46957617,75407
2048,13836,Fort Worth,"1612, Fairmount Avenue, Fairmount, Fort Worth, Tarrant County, Texas, 76104, USA",32.72725177,-97.34181328,76104
2049,13837,Dallas,"18240, Midway Road, Dallas, Collin County, Texas, 75287, USA",33.00001713,-96.84174497,75287
2050,13838,Fort Worth,"3800, Dawn Drive, Benbrook, Tarrant County, Texas, 76116, USA",32.71470038,-97.46584547,76116
