,id,City,Address,lat,lon
114,149,Carrollton,"Lakecrest Court, Carrollton, Dallas County, Texas, 75006, USA",32.96345053,-96.85590903
115,150,New Ulm,"Track Road, New Ulm, Austin County, Texas, 78950, USA",29.89822345,-96.50467836
116,151,Hempstead,"Pierceall Road, Pine Island, Waller County, Texas, 77445, USA",30.04281773,-96.04410223
117,152,Fayetteville,"Fayetteville High School, 618, North Rusk Street, Fayetteville, Fayette County, Texas, 78940, USA",29.9042624,-96.68324071
118,153,Fort Worth,"Forest Park Boulevard, Fort Worth, Tarrant County, Texas, 76102, USA",32.75373575,-97.34248488
119,154,Montgomery,"Lake Estates Drive, Lake Estates, Montgomery County, Texas, 77356, USA",30.40323913,-95.61173104
120,156,Richmond,"10475, Shanley Trace Lane, Shiloh Lake Estates, Fort Bend County, Texas, 77407, USA",29.6610122,-95.68753793
121,157,Cleburne,"4841, Looney Lane, Egan, Johnson County, Texas, 76031, USA",32.47382302,-97.28549216
122,158,New Braunfels,"692, Comal Avenue, New Braunfels, Comal County, Texas, 78130, USA",29.69792115,-98.11524852
123,159,New Braunfels,"Comal River, South Gilbert Avenue, New Braunfels, Comal County, Texas, 78130, USA",29.7068023,-98.12265949
124,160,Kemah,"722, 6th Street, Kemah, Galveston County, Texas, 77565, USA",29.54380153,-95.0170362
125,161,Irving,"456, Lacebark Drive, Valley Ranch, Irving, Dallas County, Texas, 75063, USA",32.91786622,-96.95068721
126,163,Austin,"216, East 4th Street, Downtown, Austin, Travis County, Texas, 78701, USA",30.26594744,-97.74144275
127,164,Concan,"Third Crossing, Uvalde County, Texas, 78838, USA",29.54128208,-99.69037872
128,165,Richmond,"399, Waterside Estates Circle, Waterside Estates, Pecan Grove, Fort Bend County, Texas, 77406, USA",29.64864295,-95.7353304
129,166,Austin,"6017, Salcon Cliff Drive, Legend Oaks, Austin, Travis County, Texas, 78749, USA",30.20515821,-97.8782895
130,167,College Station,"Carriker Court, Royder, Brazos County, Texas, 77881, USA",30.51712322,-96.30567554
131,177,Corpus Christi,"Comfort Inn And Suites, Windward Drive, Mustang-Padre Island, Corpus Christi, Nueces County, Texas, USA",27.6048345,-97.21074843
132,179,Houston,"3025, Taft Street, Houston, Harris County, Texas, 77006, USA",29.74485117,-95.38589969
133,184,Richmond,"17459, Hanoverian Drive, Shiloh Lake Estates, Fort Bend County, Texas, 77407, USA",29.659386,-95.69020939
134,185,Austin,"4501, Gillis Street, South Manchaca, Austin, Travis County, Texas, 78745, USA",30.22363485,-97.78329845
135,186,Austin,"1301, Cedar Avenue, Chestnut, Austin, Travis County, Texas, 78722, USA",30.2759184,-97.71321066
136,187,Dallas,"2629, Millmar Drive, Dallas, Dallas County, Texas, 75228, USA",32.82679167,-96.67012107
137,188,Austin,"2918, East Martin Luther King Jr Boulevard, Chestnut, Austin, Travis County, Texas, 78722, USA",30.28283226,-97.70820152
138,189,Bridge City,"Orange County, Texas, USA",30.03761263,-93.8103071
139,190,Dallas,"5426, McCommas Boulevard, Knox, Dallas, Dallas County, Texas, 75206, USA",32.82957241,-96.77609658
140,191,Lago Vista,"3404, American Drive, Lago Vista, Travis County, Texas, 78645, USA",30.44054759,-98.02017659
141,192,Rockport,"588, Newcomb Bend Loop, Holiday Beach, Aransas County, Texas, 78382, USA",28.16218221,-97.01599643
142,193,Tow,"1221, Manor Street, Buchanan Lake Village, Llano County, Texas, 78672, USA",30.85041949,-98.44988581
143,194,Rockport,"North Fulton Beach Road, Fulton, Aransas County, Texas, 78358, USA",28.100134,-97.03050334
144,195,Bridgeport,"Rickels, Wise County, Texas, 76426, USA",33.16989692,-97.85160453
145,196,Kingsville,"906, West Lee Avenue, Kingsville, Kleberg County, Texas, 78363, USA",27.52007545,-97.87982068
146,197,Kyle,"Plum Creek Golf Course, 4301, Benner, Kyle, Hays County, Texas, 78640, USA",30.01653024,-97.87897809
147,198,Houston,"1632, Kipling Street, Houston, Harris County, Texas, 77006, USA",29.74051972,-95.40024893
148,199,San Antonio,"23718, I-10 Frontage Road, Leon Springs, San Antonio, Bexar County, Texas, 78257, USA",29.66329734,-98.62682747
149,200,Dallas,"Uptown PID, Dallas, Dallas County, Texas, 75204, USA",32.80743307,-96.79499383
150,201,Killeen,"5499, Donegal Bay Court, Killeen, Bell County, Texas, 76549, USA",31.08205155,-97.80998783
151,202,Converse,"4015, Mistflower Drive, Bexar County, Texas, 78109, USA",29.46611326,-98.32325103
152,203,Lakeway,"718, Bermuda Street, Lakeway, Travis County, Texas, 78734, USA",30.3712411,-97.98738926
153,204,Corpus Christi,"354, Naples Street, Coopers Alley L-Head, Downtown, Corpus Christi, Nueces County, Texas, 78404, USA",27.77152417,-97.39531271
154,205,Dallas,"6006, Mercedes Avenue, Lower Greenville, Dallas, Dallas County, Texas, 75214, USA",32.82768128,-96.76334642
155,206,Fort Worth,"2417, Westbrook Avenue, Fort Worth, Tarrant County, Texas, 76111, USA",32.77950286,-97.31058639
156,207,Brenham,"Edgar Matchett House, West Main Street, Brenham, Washington County, Texas, 77833, USA",30.1662184,-96.40225125
157,208,Galveston,"DoubleTree by Hilton Hotel Galveston Beach, Avenue O ½, Galveston, Galveston County, Texas, 77550, USA",29.29448803,-94.78369067
158,209,Terlingua,"Indian Head Road, Study Butte, Brewster County, Texas, USA",29.33986422,-103.5259311
159,210,Corpus Christi,"15004, Leeward Drive, Mustang-Padre Island, Corpus Christi, Nueces County, Texas, 78418, USA",27.60545708,-97.21130202
160,211,Houston,"1398, Stanford Street, Houston, Harris County, Texas, 77019, USA",29.75484482,-95.38913101
161,212,Euless,"Fountainview Drive, Euless, Tarrant County, Texas, 76039, USA",32.86431109,-97.08096908
162,213,Houston,"4190, Westpark Drive, Houston, Harris County, Texas, 77027, USA",29.72758048,-95.44585328
163,214,Bastrop,"A. A. Erhard House, Pecan Street, Bastrop, Bastrop County, Texas, 78602, USA",30.11212414,-97.31763093
164,215,San Antonio,"1572, Moonlit Grove, Wetmore, San Antonio, Bexar County, Texas, 78247, USA",29.57813711,-98.43065619
165,216,Buchanan Dam,"180, North Greenwool Drive, Golden Beach, Llano County, Texas, 78609, USA",30.80317036,-98.46823953
166,217,Houston,"2734, Mason Street, Houston, Harris County, Texas, 77006, USA",29.74603384,-95.38480976
167,218,River Oaks,"1315, Banks Street, River Oaks, Tarrant County, Texas, 76114, USA",32.78062233,-97.38818431
168,219,Austin,"3216, Pearce Road, Austin, Travis County, Texas, 78730, USA",30.33816909,-97.82413058
169,220,League City,"League City, Galveston County, Texas, 77573, USA",29.48554549,-95.0843968
170,221,Saginaw,"893, Willow Court, Saginaw, Tarrant County, Texas, 76179, USA",32.85276234,-97.37723606
171,222,Belton,"781, East Avenue O, Belton, Bell County, Texas, 76513, USA",31.04230373,-97.46023665
172,223,Houston,"658, Harold Street, Houston, Harris County, Texas, 77006, USA",29.74181448,-95.38729022
173,224,Arlington,"2012, North Davis Drive, Arlington, Tarrant County, Texas, 76012, USA",32.76776958,-97.12382879
174,225,Arlington,"3420, Redstone Drive, Arlington, Tarrant County, Texas, 76001, USA",32.64135699,-97.16317067
175,226,Katy,"25661, Tower Side Lane, Sedona, Cinco Ranch, Fort Bend County, Texas, 77494, USA",29.70415124,-95.82280558
176,227,Austin,"905, East 7th Street, East Sixth, Austin, Travis County, Texas, 78702, USA",30.26611565,-97.7327258
177,228,McKinney,"6988, Wind Row Drive, McKinney, Collin County, Texas, 75070, USA",33.15732832,-96.70865246
178,229,Bandera,"205, 10th Street, Bandera, Bandera County, Texas, 78003, USA",29.722388,-99.07181852
179,230,Houston,"Walmart Neighborhood Market, 9700, Hillcroft Avenue, Houston, Harris County, Texas, 77096, USA",29.67438932,-95.49536038
180,231,Canyon,"White Fence Road, Randall County, Texas, 79016, USA",35.02061454,-101.9001074
181,232,Temple,"4763, Arrowhead Drive, Temple, Bell County, Texas, 76502, USA",31.08315027,-97.4021393
182,233,Austin,"2102, Keepsake Drive, Grand Oaks, Austin, Travis County, Texas, 78748, USA",30.18835401,-97.81606795
183,234,Little Elm,"3775, Misty Cove, Little Elm, Denton County, Texas, 75068, USA",33.15256985,-96.96912275
184,235,Richmond,"Victoria Springs Drive, Sonoma Ridge, Fort Bend County, Texas, 77407, USA",29.68569362,-95.72351852
185,236,League City,"3102, Sand Reef Lane, Bay Ridge, League City, Galveston County, Texas, 77573, USA",29.50904258,-95.03171378
186,237,Galveston,"Galveston City Hall, Rosenberg Avenue - 25th Street, Galveston, Galveston County, Texas, 77553, USA",29.30142486,-94.79507861
187,238,Rockport,"792, Copano Cove Road, Aransas County, Texas, 78382, USA",28.07069945,-97.10866929
188,239,Houston,"345, Drennan Street, Houston, Harris County, Texas, 77003, USA",29.74678384,-95.33610475
189,240,Corpus Christi,"Corpus Christi North Beach, Corpus Christi Beach Walk, Peoples Street T-Head, Downtown, Corpus Christi, Nueces County, Texas, 78402, USA",27.82631852,-97.38456603
190,241,League City,"901, Ponte Serena Drive, The Lakes at South Shore Harbor, League City, Galveston County, Texas, 77573, USA",29.51437679,-95.05881077
191,242,Tool,"Tool, Henderson County, Texas, USA",32.30601165,-96.17988225
192,243,South Padre Island,"193, Pike Street, South Padre Island, Cameron County, Texas, 78597, USA",26.10259094,-97.16508523
193,244,Dallas,"2122, North Peak Street, Lower Greenville, Dallas, Dallas County, Texas, 75204, USA",32.80439082,-96.78496543
194,245,Sugar Land,"6762, Charlton Street, Telfair, Sugar Land, Fort Bend County, Texas, 77479, USA",29.58141125,-95.65816858
195,246,Rockport,"54, Nassau Drive, Key Allegro, Rockport, Aransas County, Texas, 78382, USA",28.04548923,-97.02933703
196,247,San Antonio,"A.R.T. Massage Body Spa, 215, West Sunset Road, Oak Park, San Antonio, Bexar County, Texas, 78209, USA",29.50823937,-98.46991898
197,248,Denton,"East Windsor Drive, Denton, Denton County, Texas, 76209, USA",33.24276568,-97.11244473
198,249,Galveston,"Maravilla Resort Condominiums, 9520, Seawall Boulevard, Galveston, Galveston County, Texas, 77551, USA",29.24702215,-94.85914419
199,250,Galveston,"3623, Avenue S ½, Galveston, Galveston County, Texas, 77550, USA",29.28171507,-94.80228138
200,251,Seabrook,"4464, Spoonbill Drive, Seabrook, Harris County, Texas, 77586, USA",29.58307462,-95.01420299
201,252,Rogers,"12431, Reeds Lake Loop, Academy, Bell County, Texas, 76569, USA",30.9665972,-97.31752936
202,253,Rockport,"Salt Lake, Salt Lake Road, Copano Village, Aransas County, Texas, 78381, USA",28.07749649,-97.09183996
203,254,Houston,"Stanton's City Bites, 1420, Edwards Street, North Inner Loop, Houston, Harris County, Texas, 77007, USA",29.77073164,-95.37220398
204,255,Fort Worth,"1812, Tremont Avenue, Fort Worth, Tarrant County, Texas, 76107, USA",32.74194821,-97.38246834
205,256,Harker Heights,"1627, Inca Drive, Harker Heights, Bell County, Texas, 76548, USA",31.06351199,-97.63620315
206,257,Austin,"4908, Alf Avenue, Johnston Terrace, Austin, Travis County, Texas, 78721, USA",30.26704789,-97.68989589
207,258,Terlingua,"Terlingua Ranch Road, Brewster County, Texas, 79852, USA",29.49263134,-103.3699133
208,259,Austin,"713, Brownlee Circle, Clarksville, Austin, Travis County, Texas, 78703, USA",30.27456699,-97.7580592
209,260,Houston,"8499, Hearth Drive, Houston, Harris County, Texas, 77054, USA",29.68086261,-95.41870216
210,261,Arlington,"Spring Hill Suites, East Lamar Boulevard, Arlington, Tarrant County, Texas, 76011, USA",32.76386606,-97.07894896
211,262,Hickory Creek,"1140, Point Vista Road, Hickory Creek, Denton County, Texas, 75065, USA",33.11962689,-97.03793115
212,263,Grapevine,"The Church of Jesus Christ of Latter-day Saints, 1143, Butterfield Drive, Grapevine, Tarrant County, Texas, 76051, USA",32.94863427,-97.06999168
213,264,Buda,"149, Feathergrass Drive, Green Meadows, Buda, Hays County, Texas, 78610, USA",30.05988156,-97.8143251
214,265,Dallas,"4333, McKinney Avenue, Knox, Knox Street PID, Dallas, Dallas County, Texas, 75205, USA",32.81926424,-96.78957175
215,266,College Station,"1596, Welsh Avenue, Callaway Villas, College Station, Brazos County, Texas, 77840, USA",30.59607091,-96.32442712
216,267,Houston,"El Camino Real, Houston, Harris County, Texas, 77062, USA",29.58231323,-95.14569045
217,268,Canton,"4288, Farm-to-Market Road 1651, Whitton, Van Zandt County, Texas, 75103, USA",32.47332279,-95.90929916
218,269,Austin,"206, Clearday Drive, Buckingham Ridge, Austin, Travis County, Texas, 78745, USA",30.19237135,-97.7816127
219,270,Austin,"5714, Lark Creek Drive, Southeast Austin, Austin, Travis County, Texas, 78744, USA",30.1925213,-97.73138523
220,271,Celina,"4853, County Road 179, Weston, Collin County, Texas, 75009, USA",33.39699026,-96.66455138
221,272,College Station,"The Tradition at Northgate, Boyett Street, Saddlewood Apartments, Bryan, Brazos County, Texas, 77840, USA",30.61890295,-96.34894008
222,273,Corpus Christi,"4020, Claudia Drive, Flour Bluff, Corpus Christi, Nueces County, Texas, 78418, USA",27.61486949,-97.29735892
223,274,Fort Worth,"6945, Valhalla Road, Fort Worth, Tarrant County, Texas, 76116, USA",32.70349556,-97.43390055
224,275,Galveston,"Gulf Health Care Center, Cove View Circle, Galveston, Galveston County, Texas, 77551, USA",29.24626901,-94.86695397
225,276,Harker Heights,"3656, Blanco Drive, Harker Heights, Bell County, Texas, 76548, USA",31.03481406,-97.64290786
226,277,Dallas,"8747, Tudor Place, Dallas, Dallas County, Texas, 75228, USA",32.81346713,-96.69909915
227,278,Temple,"Forrester Road, Hobbs, Bell County, Texas, 76502, USA",31.03456989,-97.40999289
228,279,White Settlement,"Sunset Court, White Settlement, Tarrant County, Texas, 76108, USA",32.74400632,-97.47084844
229,280,Austin,"9409, Southwick Drive, The Woodlands, Austin, Travis County, Texas, 78724, USA",30.27640783,-97.62591641
230,281,Houston,"Maria Selma, Richmond Avenue, Houston, Harris County, Texas, 77098, USA",29.73405552,-95.40029763
231,282,Roanoke,"15617, Yarberry Drive, Fort Worth, Denton County, Texas, 76262, USA",33.01415608,-97.26560701
232,283,Fort Worth,"4000, Mattison Avenue, Fort Worth, Tarrant County, Texas, 76107, USA",32.74981109,-97.37726356
233,285,Grapevine,"1880, Greenhaven, Grapevine, Tarrant County, Texas, 76051, USA",32.88470079,-97.09228608
234,286,Galveston,"3519, Avenue P ½, Galveston, Galveston County, Texas, 77550, USA",29.28743459,-94.80304103
